cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
cL16,3,,4,LoVC18,visual_centrifugal
cLLPM01,1,,6,OLVC7,visual_centrifugal
cM08a,1,,6,MeVC21,visual_centrifugal
cM09,2,,5,aMe30,visual_centrifugal
lLN2F_b,3,,4,lLN2F_b,cb_intrinsic
lLN2X04,3,,4,lLN2X04,cb_intrinsic
mALB3,3,,4,mALB3,cb_intrinsic
vpoEN,3,,4,vpoEN,cb_intrinsic
AN_AMMC_SAD_1,2,,4,AN17B013,ascending_neuron
AN_AVLP_50,4,,2,AN08B028,ascending_neuron
AN_AVLP_GNG_22,2,,4,ANXXX027,ascending_neuron
AN_AVLP_GNG_7,4,,2,AN05B078,ascending_neuron
AN_FLA_VES_1,4,,2,ANXXX380,ascending_neuron
AN_GNG_156,4,,2,AN23B004,ascending_neuron
AN_GNG_158,4,,2,AN07B017,ascending_neuron
AN_GNG_171,4,,2,AN19B022,ascending_neuron
AN_GNG_191,4,,2,AN17A013,ascending_neuron
AN_GNG_199,4,,2,AN03A002,ascending_neuron
AN_GNG_40,4,,2,AN09B014,ascending_neuron
AN_GNG_64,2,,4,ANXXX041,ascending_neuron
AN_GNG_75,3,,3,AN05B058,ascending_neuron
AN_GNG_98,4,,2,AN17A003,ascending_neuron
AN_GNG_SAD_20,4,,2,AN05B096,ascending_neuron
AN_GNG_SAD_30,2,,4,ANXXX170,ascending_neuron
AN_GNG_SAD_6,5,sensory neuron,1,AN05B024,ascending_neuron
AN_GNG_VES_9,1,,5,AN08B100,ascending_neuron
AN_WED_GNG_1,4,,2,AN09B036,ascending_neuron
AN_multi_23,4,,2,ANXXX074,ascending_neuron
AN_multi_53,4,,2,AN08B049,ascending_neuron
AN_multi_87,4,,2,AN05B006,ascending_neuron
AOTU063,2,,4,AOTU063_a,cb_intrinsic
AOTUv1A_T01,2,,4,SMP148,cb_intrinsic
ATL012,2,,4,ATL012,cb_intrinsic
AVLP024c,4,,2,AVLP024_c,cb_intrinsic
AVLP042,2,,4,AVLP042,cb_intrinsic
AVLP043,2,,4,AVLP043,cb_intrinsic
AVLP059,2,,4,AVLP059,cb_intrinsic
AVLP147,1,,5,AVLP147,cb_intrinsic
AVLP220,2,,4,AVLP220,cb_intrinsic
AVLP290b,2,,4,AVLP290_b,cb_intrinsic
AVLP292,1,,5,AVLP292,cb_intrinsic
AVLP299_c,2,,4,AVLP299_d,cb_intrinsic
AVLP303,1,,5,AVLP303,cb_intrinsic
AVLP306,2,,4,AVLP306,cb_intrinsic
AVLP310a,1,,5,AVLP310,cb_intrinsic
AVLP373,4,,2,AVLP373,cb_intrinsic
AVLP409,2,,4,AVLP409,cb_intrinsic
AVLP550a,2,,4,AVLP550_a,cb_intrinsic
AVLP577,2,,4,AVLP577,cb_intrinsic
CB0207,4,,2,GNG552,cb_intrinsic
CB0340,2,,4,AVLP250,cb_intrinsic
CB0381,2,,4,CB0381,cb_intrinsic
CB0575,2,,4,SMP743,cb_intrinsic
CB0695,4,,2,CB0695,cb_intrinsic
CB0770,2,,4,GNG471,cb_intrinsic
CB0785,3,,3,CB0785,cb_intrinsic
CB0811,2,,4,GNG467,cb_intrinsic
CB0845,2,,4,MN4a,cb_motor
CB0918,3,efferent neuron,3,GNG647,cb_motor
CB0924,2,,4,AVLP177_a,cb_intrinsic
CB0963,1,,5,GNG453,cb_intrinsic
CB0972,1,,5,CB0972,cb_intrinsic
CB0976,2,,4,CB0976,cb_intrinsic
CB0998,2,,4,CB0998,cb_intrinsic
CB1014,2,,4,PS033_a,cb_intrinsic
CB1028,2,,4,PS032,cb_intrinsic
CB1047,2,,4,CB1047,cb_intrinsic
CB1067,1,,5,LHPV2b1,cb_intrinsic
CB1081,2,,4,CB1081,cb_intrinsic
CB1085,1,,5,CB1085,cb_intrinsic
CB1089,1,,5,CB1089,cb_intrinsic
CB1106,2,,4,LHAV2k9,cb_intrinsic
CB1126,2,,4,SIP042_b,cb_intrinsic
CB1128,2,,4,CB1128,cb_intrinsic
CB1176,1,,5,WED040_a,cb_intrinsic
CB1189,1,,5,CB1189,cb_intrinsic
CB1191,2,,4,SLP088_b,cb_intrinsic
CB1217,2,,4,LHAV4g7_a,cb_intrinsic
CB1245,2,,4,LHAD1b2,cb_intrinsic
CB1269,1,,5,CB1269,cb_intrinsic
CB1316,1,,5,CB1316,cb_intrinsic
CB1326,3,,3,CB1326,cb_intrinsic
CB1353,1,,5,CB1353,cb_intrinsic
CB1374,3,,3,CB1374,cb_intrinsic
CB1385,1,,5,vpoIN,cb_intrinsic
CB1392,1,,5,CB1392,cb_intrinsic
CB1393,3,,3,SIP037,cb_intrinsic
CB1433,2,,4,WED167,cb_intrinsic
CB1467,2,,4,CB1467,cb_intrinsic
CB1471,2,,4,ATL020,cb_intrinsic
CB1472,2,,4,AVLP463,cb_intrinsic
CB1478,4,,2,CB1478,cb_intrinsic
CB1483,3,,3,CB1483,cb_intrinsic
CB1497,2,,4,SMP416,cb_intrinsic
CB1557,3,,3,CB1557,cb_intrinsic
CB1609,2,,4,GNG615,cb_intrinsic
CB1626,2,,4,CB1626,cb_intrinsic
CB1644,3,,3,ATL019,cb_intrinsic
CB1657,1,,5,AVLP064,cb_intrinsic
CB1667,1,,5,LHAV1a4,cb_intrinsic
CB1675,2,,4,WED093,cb_intrinsic
CB1751,4,,2,WED167,cb_intrinsic
CB1795,2,,4,CB1795,cb_intrinsic
CB1803,2,,4,CB1803,cb_intrinsic
CB1914,2,,4,CB1914,cb_intrinsic
CB1924,2,,4,CB1924,cb_intrinsic
CB1942,2,,4,CB1942,cb_intrinsic
CB1943,2,,4,LHAV4g12,cb_intrinsic
CB1944,2,,4,WED074,cb_intrinsic
CB1980,2,,4,CB1980,cb_intrinsic
CB1988,1,,5,M_lvPNm33,cb_intrinsic
CB2001,4,,2,AVLP262,cb_intrinsic
CB2054,5,,1,GNG319,cb_intrinsic
CB2070,1,,5,AOTU002_a,cb_intrinsic
CB2078,1,,5,SLP089,cb_intrinsic
CB2088,3,,3,CB2088,cb_intrinsic
CB2107,2,,4,CB2107,cb_intrinsic
CB2108,3,,3,CB2108,cb_intrinsic
CB2115,2,,4,GNG611,cb_intrinsic
CB2117,1,,5,CB2117,cb_intrinsic
CB2126,2,,4,PS356,cb_intrinsic
CB2136,1,,5,CB2136,cb_intrinsic
CB2153,2,,4,CB2153,cb_intrinsic
CB2162,2,,4,GNG636,cb_intrinsic
CB2167,2,,4,AVLP407,cb_intrinsic
CB2178,2,,4,CB2178,cb_intrinsic
CB2179,2,,4,SLP078,cb_intrinsic
CB2183,3,,3,PLP111,cb_intrinsic
CB2191,4,,2,GNG403,cb_intrinsic
CB2211,1,,5,LHPV4i3,cb_intrinsic
CB2217,1,,5,SMP007,cb_intrinsic
CB2235,2,,4,CB2235,cb_intrinsic
CB2243,1,,5,LHPV4a5,cb_intrinsic
CB2256,2,,4,AVLP104,cb_intrinsic
CB2312,1,,5,CL049,cb_intrinsic
CB2322,2,,4,AMMC032,cb_intrinsic
CB2335,2,,4,SLP015_b,cb_intrinsic
CB2348,3,,3,CB2348,cb_intrinsic
CB2350,2,,4,AVLP365,cb_intrinsic
CB2361,2,,4,CB2361,cb_intrinsic
CB2412,2,,4,CB2412,cb_intrinsic
CB2426,4,,2,AVLP203_a,cb_intrinsic
CB2430,4,,2,CB2430,cb_intrinsic
CB2436,2,,4,LHAV3e1,cb_intrinsic
CB2453,2,,4,CB2453,cb_intrinsic
CB2481,2,,4,CB2481,cb_intrinsic
CB2498,1,,5,CB2498,cb_intrinsic
CB2514,1,,5,CB2514,cb_intrinsic
CB2516,3,,3,GNG393,cb_intrinsic
CB2518,3,,3,CB2518,cb_intrinsic
CB2524,2,,4,LHPV5a2,cb_intrinsic
CB2550,1,,5,CB2550,cb_intrinsic
CB2553,3,,3,GNG406,cb_intrinsic
CB2572,4,,2,CB2572,cb_intrinsic
CB2611,2,,4,CL046,cb_intrinsic
CB2624,2,,4,CB2624,cb_intrinsic
CB2628,2,,4,SMP088,cb_intrinsic
CB2644,4,,2,GNG388,cb_intrinsic
CB2645,2,,4,AVLP063,cb_intrinsic
CB2655,2,,4,CB2655,cb_intrinsic
CB2672,3,,3,AVLP176_b,cb_intrinsic
CB2695,2,,4,GNG663,cb_intrinsic
CB2711,2,,4,CB2711,cb_intrinsic
CB2735,4,,2,AVLP117,cb_intrinsic
CB2748,2,efferent neuron,4,GNG656,cb_efferent
CB2769,1,,5,CB2769,cb_intrinsic
CB2773,2,,4,CB2038,cb_intrinsic
CB2826,4,,2,WED157,cb_intrinsic
CB2829,1,,5,AVLP549,cb_intrinsic
CB2863,1,,5,CB2863,cb_intrinsic
CB2887,2,,4,LHAV3b2_b,cb_intrinsic
CB2936,4,,2,CB2936,cb_intrinsic
CB2952,2,,4,CB2952,cb_intrinsic
CB2967,1,,5,CB2967,cb_intrinsic
CB2972,2,,4,CB2972,cb_intrinsic
CB2978,1,,5,AVLP004_b,cb_intrinsic
CB2979,2,,4,CB2979,cb_intrinsic
CB2985,4,,2,CB2985,cb_intrinsic
CB2988,2,,4,CB2988,cb_intrinsic
CB2991,2,,4,SLP113,cb_intrinsic
CB3007,2,,4,CB3007,cb_intrinsic
CB3012,2,,4,CB3012,cb_intrinsic
CB3018,3,,3,CL185,cb_intrinsic
CB3030,4,,2,CB3030,cb_intrinsic
CB3060,4,,2,CB3060,cb_intrinsic
CB3067,4,,2,CB3067,cb_intrinsic
CB3080,2,,4,CB3080,cb_intrinsic
CB3113,2,,4,CB3113,cb_intrinsic
CB3148,3,,3,LHPV5h2_b,cb_intrinsic
CB3173,2,,4,CB3173,cb_intrinsic
CB3185,2,,4,CB3185,cb_intrinsic
CB3201,2,,4,CB3201,cb_intrinsic
CB3215,2,,4,CRE090,cb_intrinsic
CB3242,5,sensory neuron,1,GNG366,cb_intrinsic
CB3255,2,,4,CB3255,cb_intrinsic
CB3305,2,,4,CB3305,cb_intrinsic
CB3324,2,,4,AVLP104,cb_intrinsic
CB3325,1,,5,GNG364,cb_intrinsic
CB3391,1,,5,CB3391,cb_intrinsic
CB3441,2,,4,CB3441,cb_intrinsic
CB3447,1,,5,CB3447,cb_intrinsic
CB3457,1,,5,M_vPNml68,cb_intrinsic
CB3458,2,,4,LHPD2c2,cb_intrinsic
CB3459,4,,2,CB3459,cb_intrinsic
CB3484,2,,4,AVLP110_a,cb_intrinsic
CB3509,2,,4,SMP245,cb_intrinsic
CB3513,2,,4,CB3513,cb_intrinsic
CB3514,2,,4,AVLP600,cb_intrinsic
CB3537,2,,4,WED132,cb_intrinsic
CB3541,2,,4,CB3541,cb_intrinsic
CB3562,2,,4,GNG357,cb_intrinsic
CB3570,4,,2,CB3570,cb_intrinsic
CB3646,2,,4,CB3646,cb_intrinsic
CB3658,4,,2,PRW013,cb_intrinsic
CB3659,5,,1,GNG354,cb_intrinsic
CB3663,2,,4,AVLP112,cb_intrinsic
CB3666,2,,4,CB3666,cb_intrinsic
CB3685,2,,4,AVLP204,cb_intrinsic
CB3696,2,,4,PRW012,cb_intrinsic
CB3720,3,,3,GNG350,cb_intrinsic
CB3728,4,,2,CB3728,cb_intrinsic
CB3740,2,,4,CB3740,cb_intrinsic
CB3745,2,,4,CB3745,cb_intrinsic
CB3777,1,,5,SLP330,cb_intrinsic
CB3790,2,,4,LoVP81,cb_intrinsic
CB3805,2,,4,AMMC017,cb_intrinsic
CB3872,4,,2,CL090_d,cb_intrinsic
CL018a,2,,4,CL018,cb_intrinsic
CL081,3,,3,CL081,cb_intrinsic
CL089_c,1,,5,CL089_c,cb_intrinsic
CL090_a,2,,4,CL090_a,cb_intrinsic
CL113,2,,4,CL113,cb_intrinsic
CL120b,2,,4,CL120,cb_intrinsic
CL165,2,,4,CL165,cb_intrinsic
CL196a,2,,4,CL196,cb_intrinsic
CL208,2,,4,CL208,cb_intrinsic
CL234,2,,4,CL234,cb_intrinsic
CL239,1,,5,CL239,cb_intrinsic
CL261b,4,,2,CL261,cb_intrinsic
CL271,2,,4,CL271,cb_intrinsic
CL356,2,,4,CL356,cb_intrinsic
CRE017,2,,4,CRE017,cb_intrinsic
CRE020,2,,4,CRE020,cb_intrinsic
CRE059,2,,4,CRE059,cb_intrinsic
CRE079,4,,2,CRE079,cb_intrinsic
DC2_adPN,2,,4,DC2_adPN,cb_intrinsic
DN1a,2,glia,4,DN1a,cb_intrinsic
DNb08,2,CNS neuron,4,DNb08,descending_neuron
DNde003,2,CNS neuron,4,DNde003,descending_neuron
DNg02_b,1,CNS neuron,5,DNg02_b,descending_neuron
DNg12_d,2,CNS neuron,4,DNg12_d,descending_neuron
DNg36_a,2,CNS neuron,4,DNg36_a,descending_neuron
DNg85,4,CNS neuron,2,DNg85,descending_neuron
DNge012,4,CNS neuron,2,DNge012,descending_neuron
DNge015,1,CNS neuron,5,DNge015,descending_neuron
DNge145,2,CNS neuron,4,DNge145,descending_neuron
DNge172,2,CNS neuron,4,DNge172,descending_neuron
DNp67,4,CNS neuron,2,DNp67,descending_neuron
DNx01,4,sensory neuron,2,DNx01,sensory_descending
FB2G_a,4,,2,FB2G_a,cb_intrinsic
FB5N,2,,4,FB5N,cb_intrinsic
IB031,2,,4,IB031,cb_intrinsic
IB051,2,,4,IB051,cb_intrinsic
IB115,2,,4,IB115,cb_intrinsic
LAL020,2,,4,LAL020,cb_intrinsic
LAL030b,2,,4,LAL030_a,cb_intrinsic
LAL042,4,,2,LAL042,cb_intrinsic
LAL043c,2,,4,LAL043_c,cb_intrinsic
LAL047,4,,2,LAL047,cb_intrinsic
LAL088,3,,3,LAL088,cb_intrinsic
LAL112,2,,4,LAL112,cb_intrinsic
LAL145,2,,4,LAL145,cb_intrinsic
LAL150b,2,,4,LAL150,cb_intrinsic
LAL175,2,,4,LAL175,cb_intrinsic
LAL179a,2,,4,LAL179,cb_intrinsic
LC10f,2,,4,LoVP76,visual_projection
LHAD1a4b,2,,4,LHAD1a4_b,cb_intrinsic
LHAD1d2,2,,4,LHAD1d2,cb_intrinsic
LHAD3a8,2,,4,LHAD3a8,cb_intrinsic
LHAV2b2b,4,,2,LHAV2b2_c,cb_intrinsic
LHAV2b7_a,2,,4,LHAV2b7_a,cb_intrinsic
LHAV3g2,2,,4,LHAV3g2,cb_intrinsic
LHAV4g1b,4,,2,LHAV4g1,cb_intrinsic
LHAV4i1,2,,4,LHAV4i1,cb_intrinsic
LHAV7a1b,3,,3,LHAV7a1_b,cb_intrinsic
LHAV7a1c,1,,5,LHAV7a1,cb_intrinsic
LHPV1c1,3,,3,LHPV1c1,cb_intrinsic
LHPV2g1,2,,4,LHPV2g1,cb_intrinsic
LHPV3a2,1,,5,LHPV3a2,cb_intrinsic
LHPV7a2,2,,4,LHPV7a2,cb_intrinsic
LNd_b,2,,4,LNd_b,cb_intrinsic
LT43,2,,4,LT43,visual_projection
LT73,3,,3,LT73,visual_projection
LTe02,2,,4,LoVP71,visual_projection
LTe33,2,,4,LoVP62,visual_projection
MDN,2,CNS neuron,4,MDN,descending_neuron
MTe34,4,,2,MeVP50,visual_projection
MTe35,4,,2,MeVP52,visual_projection
M_l2PNm16,2,,4,M_l2PNm16,cb_intrinsic
M_lvPNm25,2,,4,M_lvPNm25,cb_intrinsic
MeMe_e11,2,,4,MeVPMe12,ol_intrinsic
OCG01c,4,sensory neuron,2,OCG01c,visual_projection
PLP015,2,,4,PLP015,cb_intrinsic
PLP017,2,,4,PLP017,cb_intrinsic
PLP021,2,,4,PLP021,cb_intrinsic
PLP023,2,,4,PLP023,cb_intrinsic
PLP025a,2,,4,PLP025,cb_intrinsic
PLP071,2,,4,PLP071,cb_intrinsic
PLP081,2,,4,PLP081,cb_intrinsic
PLP113,2,,4,PLP113,cb_intrinsic
PLP142,2,,4,PLP142,cb_intrinsic
PLP156,2,,4,PLP156,cb_intrinsic
PLP173,3,,3,PLP173,cb_intrinsic
PS019,2,,4,PS019,cb_intrinsic
PS021,2,,4,PS021,cb_intrinsic
PS092,4,,2,PS092,cb_intrinsic
PS237,2,,4,PS237,cb_intrinsic
PS263,2,,4,PS263,cb_intrinsic
PS279,2,,4,PS279,cb_intrinsic
PVLP021,2,,4,PVLP021,cb_intrinsic
PVLP070,2,,4,PVLP070,cb_intrinsic
PVLP101c,1,,5,PVLP101,cb_intrinsic
PVLP102,4,,2,PVLP102,cb_intrinsic
PVLP118,2,,4,PVLP118,cb_intrinsic
PVLP149,2,,4,PVLP149,cb_intrinsic
SAD040,2,,4,SAD040,cb_intrinsic
SAD080,3,,3,SAD080,cb_intrinsic
SIP034,2,,4,SIP034,cb_intrinsic
SLP025b,4,,2,SLP025,cb_intrinsic
SLP028c,2,CNS neuron,4,SLP028,cb_intrinsic
SLP062,2,,4,SLP062,cb_intrinsic
SLP101,2,,4,SLP101,cb_intrinsic
SLP137,2,,4,SLP137,cb_intrinsic
SLP157,2,,4,SLP157,cb_intrinsic
SLP244,2,,4,SLP244,cb_intrinsic
SLP321,2,,4,SLP321,cb_intrinsic
SLP359,2,,4,SLP359,cb_intrinsic
SMP020,2,,4,SMP020,cb_intrinsic
SMP087,2,,4,SMP087,cb_intrinsic
SMP095,2,,4,SMP095,cb_intrinsic
SMP102,1,,5,SMP102,cb_intrinsic
SMP107,2,,4,SMP107,cb_intrinsic
SMP155,2,,4,SMP155,cb_intrinsic
SMP160,2,,4,SMP160,cb_intrinsic
SMP170,2,,4,SMP170,cb_intrinsic
SMP207,2,,4,SMP207,cb_intrinsic
SMP208,1,,5,SMP208,cb_intrinsic
SMP271,2,,4,SMP271,cb_intrinsic
SMP342,3,,3,SMP342,cb_intrinsic
SMP399a,2,,4,SMP399_a,cb_intrinsic
SMP399b,2,,4,SMP399_b,cb_intrinsic
SMP408_a,2,,4,SMP408_a,cb_intrinsic
SMP451b,4,,2,SMP451,cb_intrinsic
SMP570b,3,,3,SMP570,cb_intrinsic
Sm38,2,,4,Cm30,ol_intrinsic
Sm40,2,,4,Cm31a,ol_intrinsic
VA1v_vPN,2,,4,VA1v_vPN,cb_intrinsic
VA3_adPN,2,,4,VA3_adPN,cb_intrinsic
VL2p_vPN,2,,4,VL2p_vPN,cb_intrinsic
VP1m+_lvPN,2,,4,VP1m+_lvPN,cb_intrinsic
WED060,2,,4,WED060,cb_intrinsic
WED082,2,,4,WED082,cb_intrinsic
WED097,2,,4,WED097,cb_intrinsic
WED155a,2,,4,WED155,cb_intrinsic
aMe8,2,,4,aMe8,visual_projection
aSP8,2,,4,AVLP009,cb_intrinsic
l2LN20,1,,5,l2LN20,cb_intrinsic
l2LN23,2,,4,l2LN23,cb_intrinsic
lLN2F_a,2,,4,lLN2F_a,cb_intrinsic
lLN2T_d,2,,4,lLN2T_d,cb_intrinsic
lLN2T_e,2,,4,lLN2T_e,cb_intrinsic
lLN2X03,1,,5,lLN2T_a,cb_intrinsic
mALC6,2,,4,LoVC23,cb_intrinsic
v2LN39a,2,,4,v2LN39a,cb_intrinsic
vCal1,4,,2,vCal1,visual_projection
5-HTPMPV01,3,glia,2,5-HTPMPV01,cb_intrinsic
AC neuron,1,,4,aDT4,cb_intrinsic
ALIN3,1,,4,ALIN3,cb_intrinsic
AN_AVLP_14,3,,2,AN08B018,ascending_neuron
AN_AVLP_24,3,,2,ANXXX098,ascending_neuron
AN_AVLP_25,3,,2,ANXXX098,ascending_neuron
AN_AVLP_26,1,,4,AN01A033,ascending_neuron
AN_AVLP_31,3,,2,AN08B024,ascending_neuron
AN_AVLP_41,3,,2,AN09B015,ascending_neuron
AN_AVLP_44,3,CNS neuron,2,ANXXX120,ascending_neuron
AN_AVLP_46,3,,2,AN10B033,ascending_neuron
AN_AVLP_GNG_18,3,,2,ANXXX027,ascending_neuron
AN_AVLP_GNG_4,3,,2,ANXXX027,ascending_neuron
AN_AVLP_GNG_8,2,,3,AN05B099,ascending_neuron
AN_AVLP_PVLP_1,3,,2,ANXXX027,ascending_neuron
AN_AVLP_PVLP_8,3,,2,AN09B012,ascending_neuron
AN_FLA_SMP_2,1,,4,ANXXX150,ascending_neuron
AN_GNG_195,3,,2,AN09B018,ascending_neuron
AN_GNG_28,3,,2,AN09B006,ascending_neuron
AN_GNG_38,3,,2,ANXXX200,ascending_neuron
AN_GNG_56,3,,2,AN02A016,ascending_neuron
AN_GNG_73,3,,2,ANXXX404,ascending_neuron
AN_GNG_96,3,,2,AN05B106,ascending_neuron
AN_GNG_IPS_7,3,,2,AN07B021,ascending_neuron
AN_GNG_IPS_9,3,,2,AN03B039,ascending_neuron
AN_GNG_SAD_2,3,,2,AN09B009,ascending_neuron
AN_GNG_SAD_27,3,CNS neuron,2,AN10B015,ascending_neuron
AN_GNG_SAD_34,1,,4,AN08B023,ascending_neuron
AN_GNG_SAD_9,3,,2,AN17A012,ascending_neuron
AN_GNG_VES_5,3,,2,AN04B001,ascending_neuron
AN_GNG_VES_8,3,CNS neuron,2,AN04B001,ascending_neuron
AN_IPS_GNG_2,3,,2,AN02A022,ascending_neuron
AN_SPS_IPS_1,3,,2,AN07B078_b,ascending_neuron
AN_VES_WED_2,3,,2,AN10B024,ascending_neuron
AN_multi_110,3,,2,ANXXX165,ascending_neuron
AN_multi_114,3,,2,AN17A062,ascending_neuron
AN_multi_15,3,,2,AN12B019,ascending_neuron
AN_multi_21,3,,2,AN09B060,ascending_neuron
AN_multi_32,3,,2,ANXXX139,ascending_neuron
AN_multi_45,3,,2,AN08B022,ascending_neuron
AN_multi_52,3,,2,AN08B026,ascending_neuron
AN_multi_98,1,,4,AN08B048,ascending_neuron
AOTU011,1,,4,AOTU011,cb_intrinsic
AOTU021,3,,2,AOTU021,cb_intrinsic
AOTU050a,1,,4,AOTU050,cb_intrinsic
ATL013,1,,4,ATL013,cb_intrinsic
ATL025,3,,2,ATL025,cb_intrinsic
AVLP164,1,,4,AVLP164,cb_intrinsic
AVLP165,1,,4,AVLP165,cb_intrinsic
AVLP182,2,,3,AVLP182,cb_intrinsic
AVLP203,3,,2,AVLP203_c,cb_intrinsic
AVLP205a,2,,3,AVLP205,cb_intrinsic
AVLP218b,1,,4,AVLP218_b,cb_intrinsic
AVLP219a,1,,4,AVLP219_a,cb_intrinsic
AVLP222,3,,2,AVLP222,cb_intrinsic
AVLP259,1,,4,AVLP259,cb_intrinsic
AVLP282,1,,4,AVLP282,cb_intrinsic
AVLP284,2,,3,AVLP284,cb_intrinsic
AVLP312a,1,,4,AVLP312,cb_intrinsic
AVLP344,3,,2,AVLP344,cb_intrinsic
AVLP420_b,1,,4,AVLP420_b,cb_intrinsic
AVLP436,1,,4,AVLP436,cb_intrinsic
AVLP457,3,,2,AVLP457,cb_intrinsic
AVLP496a,2,,3,AVLP496,cb_intrinsic
AVLP497,3,,2,AVLP497,cb_intrinsic
AVLP519a,3,,2,AVLP519,cb_intrinsic
AVLP519b,1,,4,AVLP519,cb_intrinsic
AVLP555,2,,3,AVLP555,cb_intrinsic
AVLP567,1,,4,AVLP567,cb_intrinsic
CB.FB1H0,1,,4,FB1C,cb_intrinsic
CB.FB2H0,1,,4,FB2A,cb_intrinsic
CB.FB2I0,1,,4,FB2L,cb_intrinsic
CB.FB5E1,1,,4,FB5Y_a,cb_intrinsic
CB.FB5F1,1,,4,FB5A,cb_intrinsic
CB.FB8B0,1,,4,FB8B,cb_intrinsic
CB.FB8B1,1,,4,FB8C,cb_intrinsic
CB0096,1,,4,AVLP599,cb_intrinsic
CB0098,2,,3,GNG575,cb_intrinsic
CB0100,3,,2,LAL204,cb_intrinsic
CB0124,2,,3,GNG572,cb_intrinsic
CB0148,3,,2,AVLP598,cb_intrinsic
CB0195,2,,3,GNG556,cb_intrinsic
CB0269,3,,2,SMP508,cb_intrinsic
CB0327,2,,3,WED192,cb_intrinsic
CB0345,1,,4,WED166_a,cb_intrinsic
CB0350,3,sensory neuron,2,PRW063,cb_intrinsic
CB0379,2,,3,LHAV2g6,cb_intrinsic
CB0391,2,,3,CB0391,cb_intrinsic
CB0419,3,,2,GNG524,cb_intrinsic
CB0421,3,,2,GNG247,cb_intrinsic
CB0433,2,,3,GNG523,cb_intrinsic
CB0450,3,,2,AVLP400,cb_intrinsic
CB0455,3,,2,GNG063,cb_intrinsic
CB0479,3,,2,GNG076,cb_intrinsic
CB0591,1,,4,CB0591,cb_intrinsic
CB0601,2,,3,GNG496,cb_intrinsic
CB0650,1,,4,CB0650,cb_intrinsic
CB0668,3,,2,PLP261,cb_intrinsic
CB0722,1,,4,GNG627,cb_intrinsic
CB0755,1,,4,PS315,cb_intrinsic
CB0757,1,,4,LAL083,cb_intrinsic
CB0788,3,,2,GNG164,cb_intrinsic
CB0798,3,,2,GNG469,cb_intrinsic
CB0824,3,,2,GNG169,cb_intrinsic
CB0829,1,,4,CB0829,cb_intrinsic
CB0859,3,,2,GNG178,cb_intrinsic
CB0917,2,,3,GNG456,cb_intrinsic
CB0931,2,,3,SIP021_b,cb_intrinsic
CB0942,1,,4,CRE099,cb_intrinsic
CB1016,1,,4,LHPD5e1,cb_intrinsic
CB1057,1,,4,CB1057,cb_intrinsic
CB1060,1,,4,CB1060,cb_intrinsic
CB1074,1,,4,CB1074,cb_intrinsic
CB1113,3,,2,LHAV2k12_b,cb_intrinsic
CB1120,3,,2,GNG445,cb_intrinsic
CB1150,2,CNS neuron,3,CB1150,cb_intrinsic
CB1179,1,,4,CB1179,cb_intrinsic
CB1190,1,,4,CB1190,cb_intrinsic
CB1215,1,,4,LPN_a,cb_intrinsic
CB1226,1,,4,SMP086,cb_intrinsic
CB1233,2,,3,CB1233,cb_intrinsic
CB1241,1,,4,CB1241,cb_intrinsic
CB1263,2,,3,CB1263,cb_intrinsic
CB1270,1,,4,PS042,cb_intrinsic
CB1283,1,,4,WED143_b,cb_intrinsic
CB1301,3,,2,CB1301,cb_intrinsic
CB1304,3,,2,GNG441,cb_intrinsic
CB1308,1,,4,CB1308,cb_intrinsic
CB1365,1,,4,CB1365,cb_intrinsic
CB1376,1,,4,GNG439,cb_intrinsic
CB1413,3,,2,CB1413,cb_intrinsic
CB1414,1,,4,VES031,cb_intrinsic
CB1462,3,,2,SLP043,cb_intrinsic
CB1477,2,,3,CB1477,cb_intrinsic
CB1489,1,,4,SIP030,cb_intrinsic
CB1500,1,,4,CB1500,cb_intrinsic
CB1502,1,,4,CB1502,cb_intrinsic
CB1517,2,,3,GNG425,cb_intrinsic
CB1532,1,,4,CB1532,cb_intrinsic
CB1541,1,,4,CB1541,cb_intrinsic
CB1545,2,glia,3,CB1545,cb_intrinsic
CB1547,2,,3,CB1547,cb_intrinsic
CB1559,2,,3,SLP138,cb_intrinsic
CB1564,1,,4,CB1564,cb_intrinsic
CB1573,1,,4,AVLP225_b3,cb_intrinsic
CB1607,4,,1,CB1607,cb_intrinsic
CB1627,2,,3,CB1627,cb_intrinsic
CB1661,1,,4,LHPV4d10,cb_intrinsic
CB1678,3,,2,CB1678,cb_intrinsic
CB1682,1,,4,AVLP424,cb_intrinsic
CB1695,1,,4,CB1695,cb_intrinsic
CB1697,1,,4,CB1697,cb_intrinsic
CB1722,1,sensory neuron,4,LHAV4d1,cb_intrinsic
CB1729,3,,2,CB1729,cb_intrinsic
CB1733,1,,4,CB1733,cb_intrinsic
CB1744,2,,3,CB1744,cb_intrinsic
CB1771,1,,4,CB1771,cb_intrinsic
CB1792,1,,4,CB1792,cb_intrinsic
CB1841,1,,4,CB1841,cb_intrinsic
CB1849,1,,4,CB1849,cb_intrinsic
CB1938,2,,3,CB1938,cb_intrinsic
CB1959,3,,2,CB1959,cb_intrinsic
CB1976,1,,4,CB1976,cb_intrinsic
CB1987,1,,4,CB1987,cb_intrinsic
CB1999,2,,3,PLVP059,cb_intrinsic
CB2065,1,,4,GNG165,cb_intrinsic
