cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass,category
CB0246,1,,2,GNG033,cb_intrinsic,isomorphic
CB0247,1,,2,GNG542,cb_intrinsic,isomorphic
CB0251,1,,2,GNG134,cb_intrinsic,isomorphic
CB0254,1,,2,GNG057,cb_intrinsic,isomorphic
CB0255,1,,2,AVLP609,cb_intrinsic,isomorphic
CB0256,1,,2,GNG541,cb_intrinsic,isomorphic
CB0257,1,,2,CL249,cb_intrinsic,isomorphic
CB0261,1,,2,SAD106,cb_intrinsic,isomorphic
CB0264,1,,2,WED193,cb_intrinsic,isomorphic
CB0267,1,,2,GNG287,cb_intrinsic,isomorphic
CB0276,2,,1,GNG539,cb_intrinsic,isomorphic
CB0282,1,,2,CB0282,cb_intrinsic,isomorphic
CB0284,1,,2,AVLP612,cb_intrinsic,isomorphic
CB0285,1,,2,CB0285,cb_intrinsic,isomorphic
CB0288,1,,2,PRW066,cb_intrinsic,isomorphic
CB0289,1,,2,GNG194,cb_intrinsic,isomorphic
CB0292,1,,2,GNG122,cb_intrinsic,isomorphic
CB0294,1,,2,SIP026,cb_intrinsic,isomorphic
CB0297,1,,2,CB0297,cb_intrinsic,isomorphic
CB0298,1,,2,GNG049,cb_intrinsic,isomorphic
CB0302,1,,2,GNG084,cb_intrinsic,isomorphic
CB0305,1,,2,GNG666,cb_intrinsic,isomorphic
CB0307,1,,2,CB0307,cb_intrinsic,isomorphic
CB0310,1,,2,PRW065,cb_intrinsic,isomorphic
CB0313,1,,2,SMP125,cb_intrinsic,isomorphic
CB0319,1,,2,GNG535,cb_intrinsic,isomorphic
CB0320,1,,2,CB0320,cb_intrinsic,isomorphic
CB0328,1,,2,GNG240,cb_intrinsic,isomorphic
CB0354,1,,2,PRW062,cb_intrinsic,isomorphic
CB0356,1,,2,CB0356,cb_intrinsic,isomorphic
CB0357,1,,2,GNG085,cb_intrinsic,isomorphic
CB0369,1,,2,GNG531,cb_intrinsic,isomorphic
CB0370,1,,2,GNG223,cb_intrinsic,isomorphic
CB0374,1,,2,CB0374,cb_intrinsic,isomorphic
CB0376,1,,2,CL015_b,cb_intrinsic,isomorphic
CB0377,1,,2,GNG250,cb_intrinsic,isomorphic
CB0380,1,,2,CB0380,cb_intrinsic,isomorphic
CB0387,1,,2,PRW061,cb_intrinsic,isomorphic
CB0393,1,,2,GNG089,cb_intrinsic,isomorphic
CB0397,1,,2,CB0397,cb_intrinsic,isomorphic
CB0399,1,,2,GNG637,cb_intrinsic,isomorphic
CB0400,1,,2,GNG209,cb_intrinsic,isomorphic
CB0404,1,,2,AMMC012,cb_intrinsic,isomorphic
CB0418,1,,2,GNG525,cb_intrinsic,isomorphic
CB0420,1,,2,CB0420,cb_intrinsic,isomorphic
CB0423,1,,2,GNG660,cb_intrinsic,isomorphic
CB0441,1,,2,GNG521,cb_intrinsic,isomorphic
CB0445,1,,2,GNG230,cb_intrinsic,isomorphic
CB0446,1,,2,GNG520,cb_intrinsic,isomorphic
CB0453,1,,2,PRW060,cb_intrinsic,isomorphic
CB0460,1,,2,GNG262,cb_intrinsic,isomorphic
CB0461,1,,2,GNG137,cb_intrinsic,isomorphic
CB0462,1,,2,GNG245,cb_intrinsic,isomorphic
CB0463,1,,2,GNG317,cb_intrinsic,isomorphic
CB0465,1,,2,GNG130,cb_intrinsic,isomorphic
CB0466,1,,2,CB0466,cb_intrinsic,isomorphic
CB0467,1,,2,GNG518,cb_intrinsic,isomorphic
CB0468,1,,2,GNG034,cb_intrinsic,isomorphic
CB0475,1,,2,AVLP321,cb_intrinsic,isomorphic
CB0480,1,,2,GNG115,cb_intrinsic,isomorphic
CB0481,1,,2,GNG162,cb_intrinsic,isomorphic
CB0484,1,,2,GNG041,cb_intrinsic,isomorphic
CB0487,1,,2,GNG092,cb_intrinsic,isomorphic
CB0489,1,,2,GNG268,cb_intrinsic,isomorphic
CB0491,1,sensory neuron,2,GNG035,cb_intrinsic,isomorphic
CB0493,1,,2,GNG120,cb_intrinsic,isomorphic
CB0494,1,,2,GNG190,cb_intrinsic,isomorphic
CB0498,1,,2,GNG055,cb_intrinsic,isomorphic
CB0502,1,,2,GNG252,cb_intrinsic,isomorphic
CB0509,1,,2,PS334,cb_intrinsic,isomorphic
CB0514,1,,2,PRW059,cb_intrinsic,isomorphic
CB0516,1,,2,GNG511,cb_intrinsic,isomorphic
CB0518,1,,2,GNG172,cb_intrinsic,isomorphic
CB0521,1,,2,GNG510,cb_intrinsic,isomorphic
CB0522,1,,2,GNG509,cb_intrinsic,isomorphic
CB0524,1,,2,VES085_b,cb_intrinsic,isomorphic
CB0525,1,,2,GNG191,cb_intrinsic,isomorphic
CB0527,1,CNS neuron,2,PS306,cb_intrinsic,isomorphic
CB0539,1,,2,GNG504,cb_intrinsic,isomorphic
CB0540,1,,2,CB0540,cb_intrinsic,isomorphic
CB0545,1,,2,GNG294,cb_intrinsic,isomorphic
CB0546,1,,2,GNG322,cb_intrinsic,isomorphic
CB0547,1,,2,WED209,cb_intrinsic,isomorphic
CB0549,1,,2,GNG503,cb_intrinsic,isomorphic
CB0557,1,,2,GNG118,cb_intrinsic,isomorphic
CB0558,1,,2,GNG212,cb_intrinsic,isomorphic
CB0560,1,,2,GNG211,cb_intrinsic,isomorphic
CB0572,1,,2,GNG153,cb_intrinsic,isomorphic
CB0597,1,,2,GNG498,cb_intrinsic,isomorphic
CB0598,1,,2,CB0598,cb_intrinsic,isomorphic
CB0605,1,,2,GNG150,cb_intrinsic,isomorphic
CB0606,1,,2,GNG146,cb_intrinsic,isomorphic
CB0609,1,,2,CB0609,cb_intrinsic,isomorphic
CB0625,1,,2,CB0625,cb_intrinsic,isomorphic
CB0626,1,,2,GNG103,cb_intrinsic,isomorphic
CB0628,1,CNS neuron,2,GNG305,cb_intrinsic,isomorphic
CB0632,1,,2,VES099,cb_intrinsic,isomorphic
CB0635,1,,2,IB121,cb_intrinsic,isomorphic
CB0640,1,,2,CB0640,cb_intrinsic,isomorphic
CB0641,1,,2,ATL041,cb_intrinsic,isomorphic
CB0646,1,,2,VES091,cb_intrinsic,isomorphic
CB0649,1,,2,GNG670,cb_intrinsic,isomorphic
CB0652,1,,2,CB0652,cb_intrinsic,isomorphic
CB0660,1,,2,IB120,cb_intrinsic,isomorphic
CB0666,1,,2,SIP091,cb_intrinsic,isomorphic
CB0667,1,,2,VES094,cb_intrinsic,isomorphic
CB0669,1,,2,PS317,cb_intrinsic,isomorphic
CB0675,1,,2,CB0675,cb_intrinsic,isomorphic
CB0676,1,,2,PS309,cb_intrinsic,isomorphic
CB0685,1,,2,WED194,cb_intrinsic,isomorphic
CB0689,1,,2,LAL207,cb_intrinsic,isomorphic
CB0707,1,,2,GNG065,cb_intrinsic,isomorphic
CB0709,1,,2,GNG142,cb_intrinsic,isomorphic
CB0721,1,,2,GNG025,cb_intrinsic,isomorphic
CB0740,1,,2,GNG131,cb_intrinsic,isomorphic
CB0753,1,,2,GNG125,cb_intrinsic,isomorphic
CB0754,1,,2,GNG024,cb_intrinsic,isomorphic
CB0761,1,,2,PRW052,cb_intrinsic,isomorphic
CB0772,1,,2,PRW051,cb_intrinsic,isomorphic
CB0773,1,,2,GNG080,cb_intrinsic,isomorphic
CB0786,1,,2,GNG047,cb_intrinsic,isomorphic
CB0791,1,,2,GNG236,cb_intrinsic,isomorphic
CB0795,1,,2,GNG123,cb_intrinsic,isomorphic
CB0801,1,,2,GNG099,cb_intrinsic,isomorphic
CB0804,1,efferent neuron,2,PS349,cb_motor,isomorphic
CB0807,1,,2,GNG186,cb_intrinsic,isomorphic
CB0810,1,efferent neuron,2,GNG651,cb_motor,isomorphic
CB0815,1,,2,PS358,cb_intrinsic,isomorphic
CB0819,1,,2,GNG140,cb_intrinsic,isomorphic
CB0821,1,,2,GNG129,cb_intrinsic,isomorphic
CB0823,1,,2,GNG037,cb_intrinsic,isomorphic
CB0827,1,,2,GNG206,cb_intrinsic,isomorphic
CB0835,1,,2,GNG650,cb_motor,isomorphic
CB0853,1,,2,GNG145,cb_intrinsic,isomorphic
CB0856,1,,2,GNG048,cb_intrinsic,isomorphic
CB0864,1,,2,GNG136,cb_intrinsic,isomorphic
CB0866,1,,2,GNG179,cb_intrinsic,isomorphic
CB0867,1,,2,GNG062,cb_intrinsic,isomorphic
CB0872,1,,2,GNG128,cb_intrinsic,isomorphic
CB0881,1,,2,GNG072,cb_intrinsic,isomorphic
CB0889,1,,2,GNG096,cb_intrinsic,isomorphic
CB0890,1,,2,GNG458,cb_intrinsic,isomorphic
CB0891,1,,2,GNG017,cb_intrinsic,isomorphic
CB0893,1,,2,GNG234,cb_intrinsic,isomorphic
CB0894,1,,2,FLA016,cb_intrinsic,isomorphic
CB0896,1,,2,GNG036,cb_intrinsic,isomorphic
CB0897,1,,2,GNG457,cb_intrinsic,isomorphic
CB0898,1,,2,GNG168,cb_intrinsic,isomorphic
CB0901,1,efferent neuron,2,PS348,cb_motor,isomorphic
CB0910,1,,2,GNG019,cb_intrinsic,isomorphic
CB0912,1,,2,GNG281,cb_intrinsic,isomorphic
CB0923,1,,2,GNG021,cb_intrinsic,isomorphic
CB0933,1,,2,SMP118,cb_intrinsic,isomorphic
CB0945,1,,2,SLP122_b,cb_intrinsic,isomorphic
CB0992,1,,2,CB0992,cb_intrinsic,isomorphic
CB1039,1,,2,GNG269,cb_intrinsic,isomorphic
CB1105,1,,2,SLP341_a,cb_intrinsic,isomorphic
CB1122,1,,2,VES095,cb_intrinsic,isomorphic
CB1139,1,,2,CB1139,cb_intrinsic,isomorphic
CB1151,1,,2,CB1151,cb_intrinsic,isomorphic
CB1174,1,,2,CB1174,cb_intrinsic,isomorphic
CB1237,2,,1,CB1237,cb_intrinsic,isomorphic
CB1247,1,,2,CB1247,cb_intrinsic,isomorphic
CB1267,1,,2,PRW040,cb_intrinsic,isomorphic
CB1303,1,sensory neuron,2,GNG039,cb_intrinsic,isomorphic
CB1344,1,,2,PRW038,cb_intrinsic,isomorphic
CB1346,1,,2,CB1346,cb_intrinsic,isomorphic
CB1396,1,,2,CB1396,cb_intrinsic,isomorphic
CB1407,1,,2,CB1407,cb_intrinsic,isomorphic
CB1408,1,,2,CL191_b,cb_intrinsic,isomorphic
CB1509,1,,2,CB1509,cb_intrinsic,isomorphic
CB1513,1,,2,CB1513,cb_intrinsic,isomorphic
CB1531,1,,2,LHAV2k12_a,cb_intrinsic,isomorphic
CB1533,1,,2,CB1533,cb_intrinsic,isomorphic
CB1550,1,,2,CB1550,cb_intrinsic,isomorphic
CB1560,1,,2,CB1560,cb_intrinsic,isomorphic
CB1566,1,,2,CRE083,cb_intrinsic,isomorphic
CB1596,2,,1,CL274,cb_intrinsic,isomorphic
CB1616,1,,2,AVLP197,cb_intrinsic,isomorphic
CB1625,1,,2,CB1625,cb_intrinsic,isomorphic
CB1632,1,,2,CB1632,cb_intrinsic,isomorphic
CB1647,1,,2,AVLP004_a,cb_intrinsic,isomorphic
CB1650,2,,1,CB1650,cb_intrinsic,isomorphic
CB1672,1,,2,CB1672,cb_intrinsic,isomorphic
CB1688,1,,2,CB1688,cb_intrinsic,isomorphic
CB1691,1,,2,CB1691,cb_intrinsic,isomorphic
CB1702,1,,2,CB1702,cb_intrinsic,isomorphic
CB1714,1,,2,CB1714,cb_intrinsic,isomorphic
CB1726,1,,2,CB1726,cb_intrinsic,isomorphic
CB1727,1,,2,SMP196_a,cb_intrinsic,isomorphic
CB1784,1,,2,SMP359,cb_intrinsic,isomorphic
CB1817a,1,,2,SAD108,cb_intrinsic,isomorphic
CB1817b,1,,2,SAD097,cb_intrinsic,isomorphic
CB1866,1,,2,CB1866,cb_intrinsic,isomorphic
CB1870,1,,2,LHAD1b2_d,cb_intrinsic,isomorphic
CB1874,1,,2,CB1874,cb_intrinsic,isomorphic
CB1877,1,,2,aIPg4,cb_intrinsic,isomorphic
CB1879,1,,2,CB1879,cb_intrinsic,isomorphic
CB1902,1,,2,CB1902,cb_intrinsic,isomorphic
CB1926,2,,1,CB1926,cb_intrinsic,isomorphic
CB1933,1,,2,LHAV2b8,cb_intrinsic,isomorphic
CB1950,1,,2,CB1950,cb_intrinsic,isomorphic
CB1960,1,,2,CB1960,cb_intrinsic,isomorphic
CB1984,1,,2,CB1984,cb_intrinsic,isomorphic
CB2019,1,,2,LHAD3a1,cb_intrinsic,isomorphic
CB2029,1,,2,CB2029,cb_intrinsic,isomorphic
CB2032,1,,2,CB2032,cb_intrinsic,isomorphic
CB2043,1,,2,CB2043,cb_intrinsic,isomorphic
CB2046,1,,2,LHAD3a1,cb_intrinsic,isomorphic
CB2086,2,,1,CB2086,cb_intrinsic,isomorphic
CB2093,1,,2,CB2093,cb_intrinsic,isomorphic
CB2114,1,,2,AVLP005,cb_intrinsic,isomorphic
CB2127,1,,2,CB2127,cb_intrinsic,isomorphic
CB2134,1,,2,GNG064,cb_intrinsic,isomorphic
CB2192,1,,2,WED010,cb_intrinsic,isomorphic
CB2260,1,,2,AVLP483,cb_intrinsic,isomorphic
CB2280,1,,2,CB2280,cb_intrinsic,isomorphic
CB2288,1,,2,SMP316_b,cb_intrinsic,isomorphic
CB2304,1,,2,GNG399,cb_intrinsic,isomorphic
CB2333,1,,2,VES109,cb_intrinsic,isomorphic
CB2385,1,,2,GNG044,cb_intrinsic,isomorphic
CB2390,1,,2,CB2390,cb_intrinsic,isomorphic
CB2408,1,,2,CB2408,cb_intrinsic,isomorphic
CB2411,1,,2,CB2411,cb_intrinsic,isomorphic
CB2420,1,,2,CB2420,cb_intrinsic,isomorphic
CB2455,1,,2,GNG396,cb_intrinsic,isomorphic
CB2493,1,,2,LHPV2a3,cb_intrinsic,isomorphic
CB2513,1,,2,GNG394,cb_intrinsic,isomorphic
CB2521,1,,2,CB2521,cb_intrinsic,isomorphic
CB2535,1,,2,CB2535,cb_intrinsic,isomorphic
CB2561,1,,2,CB2561,cb_intrinsic,isomorphic
CB2563,1,,2,CB2563,cb_intrinsic,isomorphic
CB2594,1,,2,VES032,cb_intrinsic,isomorphic
CB2595,1,,2,CB2595,cb_intrinsic,isomorphic
CB2619,1,,2,GNG231,cb_intrinsic,isomorphic
CB2623,1,,2,CB2623,cb_intrinsic,isomorphic
CB2632,1,,2,CRE092,cb_intrinsic,isomorphic
CB2648,1,,2,CB2648,cb_intrinsic,isomorphic
CB2676,1,,2,CB2676,cb_intrinsic,isomorphic
CB2682,1,,2,CB2682,cb_intrinsic,isomorphic
CB2689,1,,2,CB2689,cb_intrinsic,isomorphic
CB2706,1,,2,CB2706,cb_intrinsic,isomorphic
CB2766,1,,2,CB2766,cb_intrinsic,isomorphic
CB2772,1,,2,CB2772,cb_intrinsic,isomorphic
CB2790,1,,2,CB2790,cb_intrinsic,isomorphic
CB2800,1,,2,CB2800,cb_intrinsic,isomorphic
CB2808,1,,2,CL191_b,cb_intrinsic,isomorphic
CB2824,1,,2,CB2824,cb_intrinsic,isomorphic
CB2844,1,,2,SMP361,cb_intrinsic,isomorphic
CB2847,1,,2,AVLP422,cb_intrinsic,isomorphic
CB2855,1,,2,CB2855,cb_intrinsic,isomorphic
CB2862,1,,2,CB2862,cb_intrinsic,isomorphic
CB2940,1,,2,CB2940,cb_intrinsic,isomorphic
CB2948,1,,2,CB2948,cb_intrinsic,isomorphic
CB2953,1,,2,CB2953,cb_intrinsic,isomorphic
CB2958,1,,2,CB2958,cb_intrinsic,isomorphic
CB2982,1,,2,CB2982,cb_intrinsic,isomorphic
CB3040,1,,2,LHAV1a4,cb_intrinsic,isomorphic
CB3093,1,,2,CB3093,cb_intrinsic,isomorphic
CB3112,1,,2,SMP354,cb_intrinsic,isomorphic
CB3120,1,,2,CB3120,cb_intrinsic,isomorphic
CB3138,1,,2,LHPV5d3,cb_intrinsic,isomorphic
CB3142,1,,2,CB3142,cb_intrinsic,isomorphic
CB3152,1,,2,SMP275,cb_intrinsic,isomorphic
CB3175,1,,2,CB3175,cb_intrinsic,isomorphic
CB3186,1,,2,AVLP422,cb_intrinsic,isomorphic
CB3221,1,,2,CB3221,cb_intrinsic,isomorphic
CB3250,1,,2,CB3250,cb_intrinsic,isomorphic
CB3257,1,,2,SMP009,cb_intrinsic,isomorphic
CB3276,1,,2,CB3276,cb_intrinsic,isomorphic
CB3299,1,,2,LHAD3f1_a,cb_intrinsic,isomorphic
CB3316,1,,2,CB3316,cb_intrinsic,isomorphic
CB3323,1,,2,CB3323,cb_intrinsic,isomorphic
CB3326,1,,2,CB3326,cb_intrinsic,isomorphic
CB3335,1,,2,PVLP047,cb_intrinsic,isomorphic
CB3341,1,,2,LHPV4i4,cb_intrinsic,isomorphic
CB3344,1,,2,CL134,cb_intrinsic,isomorphic
CB3347,1,,2,CB3347,cb_intrinsic,isomorphic
CB3348,1,,2,AVLP095,cb_intrinsic,isomorphic
CB3351,1,sensory neuron,2,GNG238,cb_intrinsic,isomorphic
CB3365,1,,2,CRE086,cb_intrinsic,isomorphic
CB3368,1,,2,AVLP311_b2,cb_intrinsic,isomorphic
CB3394,1,,2,CB3394,cb_intrinsic,isomorphic
CB3395,1,,2,GNG277,cb_intrinsic,isomorphic
CB3402,1,,2,CB3402,cb_intrinsic,isomorphic
CB3432,1,,2,SMP415_a,cb_intrinsic,isomorphic
CB3436,1,,2,AVLP404,cb_intrinsic,isomorphic
CB3456,1,,2,AVLP320_b,cb_intrinsic,isomorphic
CB3463,1,,2,GNG261,cb_intrinsic,isomorphic
CB3488,1,,2,CB3488,cb_intrinsic,isomorphic
CB3507,1,,2,CB3507,cb_intrinsic,isomorphic
CB3512,1,,2,CB3512,cb_intrinsic,isomorphic
CB3517,1,,2,CL345,cb_intrinsic,isomorphic
CB3523,1,,2,CB3523,cb_intrinsic,isomorphic
CB3553,1,,2,CB3553,cb_intrinsic,isomorphic
CB3561,1,,2,CB3561,cb_intrinsic,isomorphic
CB3571,1,,2,CL134,cb_intrinsic,isomorphic
CB3576,1,,2,CB3576,cb_intrinsic,isomorphic
CB3580,1,,2,SMP279_a,cb_intrinsic,isomorphic
CB3582,1,,2,PVLP034,cb_intrinsic,isomorphic
CB3588,1,,2,CB3588,cb_intrinsic,isomorphic
CB3594,1,,2,CB3594,cb_intrinsic,isomorphic
CB3601,1,,2,SMP732,cb_intrinsic,isomorphic
CB3606,1,,2,CB3606,cb_intrinsic,isomorphic
CB3608,1,,2,CB3608,cb_intrinsic,isomorphic
CB3652,1,,2,PVLP034,cb_intrinsic,isomorphic
CB3654,1,,2,VLP_TBD1,cb_intrinsic,isomorphic
CB3670,1,,2,GNG352,cb_intrinsic,isomorphic
CB3671,1,,2,CB3671,cb_intrinsic,isomorphic
CB3675,1,,2,AVLP296_b,cb_intrinsic,isomorphic
CB3676,1,,2,CB3676,cb_intrinsic,isomorphic
CB3678,1,,2,SLP271,cb_intrinsic,isomorphic
CB3679,2,,1,CB3679,cb_intrinsic,isomorphic
CB3680,1,,2,GNG074,cb_intrinsic,isomorphic
CB3683,1,,2,CB3683,cb_intrinsic,isomorphic
CB3698,1,,2,SLP315,cb_intrinsic,isomorphic
CB3700,1,,2,AVLP431,cb_intrinsic,isomorphic
CB3706,1,,2,SMP126,cb_intrinsic,isomorphic
CB3709,1,,2,SLP460,cb_intrinsic,isomorphic
CB3715,1,,2,GNG144,cb_intrinsic,isomorphic
CB3724,1,,2,CB3724,cb_intrinsic,isomorphic
CB3738,1,,2,CB3738,cb_intrinsic,isomorphic
CB3758,1,,2,CB3758,cb_intrinsic,isomorphic
CB3767,1,,2,SMP220,cb_intrinsic,isomorphic
CB3781,1,,2,LHPV6i2_a,cb_intrinsic,isomorphic
CB3799,1,,2,AMMC001,cb_intrinsic,isomorphic
CB3811,1,,2,SLP251,cb_intrinsic,isomorphic
CB3812,1,,2,GNG280,cb_intrinsic,isomorphic
CB3879,1,,2,CB3879,cb_intrinsic,isomorphic
CL003,1,,2,CL003,cb_intrinsic,isomorphic
CL010,1,,2,CL010,cb_intrinsic,isomorphic
CL021,1,,2,CL021,cb_intrinsic,isomorphic
CL029a,1,,2,CL029_a,cb_intrinsic,isomorphic
CL066,1,,2,CL066,cb_intrinsic,isomorphic
CL067,1,,2,CL067,cb_intrinsic,isomorphic
CL068,1,,2,CL068,cb_intrinsic,isomorphic
CL072,1,,2,CL072,cb_intrinsic,isomorphic
CL073,1,,2,CL073,cb_intrinsic,isomorphic
CL075a,1,,2,CL075_a,cb_intrinsic,isomorphic
CL075b,1,,2,CL075_b,cb_intrinsic,isomorphic
CL097,1,,2,CL097,cb_intrinsic,isomorphic
CL099c,1,,2,CL099,cb_intrinsic,isomorphic
CL102,1,,2,CL102,cb_intrinsic,isomorphic
CL107,1,,2,CL107,cb_intrinsic,isomorphic
CL112,1,,2,CL112,cb_intrinsic,isomorphic
CL120a,1,,2,CL120,cb_intrinsic,isomorphic
CL130,1,,2,CL130,cb_intrinsic,isomorphic
CL136,1,,2,CL136,cb_intrinsic,isomorphic
CL141,1,,2,CL141,cb_intrinsic,isomorphic
CL143,1,,2,CL143,cb_intrinsic,isomorphic
CL146,1,,2,CL146,cb_intrinsic,isomorphic
CL153,1,,2,CL153,cb_intrinsic,isomorphic
CL154,1,,2,CL154,cb_intrinsic,isomorphic
CL162,1,,2,CL162,cb_intrinsic,isomorphic
CL176,1,,2,CL176,cb_intrinsic,isomorphic
CL177,1,,2,CL177,cb_intrinsic,isomorphic
CL178,1,,2,CL178,cb_intrinsic,isomorphic
CL180,1,,2,CL180,cb_intrinsic,isomorphic
CL199,1,,2,CL199,cb_intrinsic,isomorphic
CL200,1,,2,CL200,cb_intrinsic,isomorphic
CL203,1,,2,CL203,cb_intrinsic,isomorphic
CL204,1,,2,CL204,cb_intrinsic,isomorphic
CL211,1,,2,CL211,cb_intrinsic,isomorphic
CL236,1,,2,CL236,cb_intrinsic,isomorphic
CL244,1,,2,CL244,cb_intrinsic,isomorphic
CL245,1,,2,CL245,cb_intrinsic,isomorphic
CL251,1,,2,CL251,cb_intrinsic,isomorphic
CL260,1,,2,CL260,cb_intrinsic,isomorphic
CL292b,1,,2,CL292,cb_intrinsic,isomorphic
CL293,1,,2,CL293,cb_intrinsic,isomorphic
CL294,1,CNS neuron,2,CL294,cb_intrinsic,isomorphic
CL309,1,,2,CL309,cb_intrinsic,isomorphic
CL319,1,,2,CL319,cb_intrinsic,isomorphic
CL323a,1,,2,CL323,cb_intrinsic,isomorphic
CL327,1,,2,CL327,cb_intrinsic,isomorphic
CL333,1,,2,CL333,cb_intrinsic,isomorphic
CL339,1,,2,CL339,cb_intrinsic,isomorphic
CL360,1,,2,CL360,cb_intrinsic,isomorphic
CL361,1,,2,CL361,cb_intrinsic,isomorphic
CL364,1,,2,CL364,cb_intrinsic,isomorphic
CRE006,1,,2,CRE006,cb_intrinsic,isomorphic
CRE021,1,,2,CRE021,cb_intrinsic,isomorphic
CRE076,1,,2,CRE076,cb_intrinsic,isomorphic
CRE077,1,,2,CRE077,cb_intrinsic,isomorphic
CRE088,1,,2,CRE088,cb_intrinsic,isomorphic
CRE095a,1,,2,CRE095,cb_intrinsic,isomorphic
CRE096,1,,2,CRE096,cb_intrinsic,isomorphic
CRE100,1,CNS neuron,2,CRE100,cb_intrinsic,isomorphic
DA4l_adPN,1,,2,DA4l_adPN,cb_intrinsic,isomorphic
DC1_adPN,1,,2,DC1_adPN,cb_intrinsic,isomorphic
DN1-l,1,,2,aMe23,cb_intrinsic,isomorphic
DNa11,1,,2,DNa11,descending_neuron,isomorphic
DNb04,1,CNS neuron,2,DNb04,descending_neuron,isomorphic
DNbe003,1,CNS neuron,2,DNbe003,descending_neuron,isomorphic
DNc01,1,CNS neuron,2,DNc01,descending_neuron,isomorphic
DNc02,1,sensory neuron,2,DNc02,descending_neuron,isomorphic
DNd02,1,CNS neuron,2,DNd02,descending_neuron,isomorphic
DNd04,1,CNS neuron,2,DNd04,descending_neuron,isomorphic
DNd05,1,CNS neuron,2,DNd05,descending_neuron,isomorphic
DNde001,1,CNS neuron,2,DNde001,descending_neuron,isomorphic
DNg101,1,CNS neuron,2,DNg101,descending_neuron,isomorphic
DNg107,1,CNS neuron,2,DNg107,descending_neuron,isomorphic
DNg108,1,CNS neuron,2,DNg108,descending_neuron,isomorphic
DNg19,1,CNS neuron,2,DNg19,descending_neuron,isomorphic
DNg20,1,CNS neuron,2,DNg20,descending_neuron,isomorphic
DNg21,1,CNS neuron,2,DNg21,descending_neuron,isomorphic
DNg24,1,CNS neuron,2,DNg24,descending_neuron,isomorphic
DNg27,1,CNS neuron,2,DNg27,descending_neuron,isomorphic
DNg31,1,CNS neuron,2,DNg31,descending_neuron,isomorphic
DNg33,1,CNS neuron,2,DNg33,descending_neuron,isomorphic
DNg37,1,CNS neuron,2,DNg37,descending_neuron,isomorphic
DNg43,1,,2,DNg43,descending_neuron,isomorphic
DNg44,1,CNS neuron,2,DNg44,descending_neuron,isomorphic
DNg45,1,CNS neuron,2,DNg45,descending_neuron,isomorphic
DNg47,1,CNS neuron,2,DNg47,descending_neuron,isomorphic
DNg48,1,CNS neuron,2,DNg48,descending_neuron,isomorphic
DNg53,1,,2,DNg53,descending_neuron,isomorphic
DNg54,1,CNS neuron,2,DNg54,descending_neuron,isomorphic
DNg59,1,,2,DNg59,descending_neuron,isomorphic
DNg60,1,CNS neuron,2,DNg60,descending_neuron,isomorphic
DNg65,1,CNS neuron,2,DNg65,descending_neuron,isomorphic
DNg69,1,CNS neuron,2,DNg69,descending_neuron,isomorphic
DNg74_b,1,CNS neuron,2,DNg74_b,descending_neuron,isomorphic
DNg75,1,CNS neuron,2,DNg75,descending_neuron,isomorphic
DNg77,1,,2,DNg77,descending_neuron,isomorphic
DNg78,1,CNS neuron,2,DNg78,descending_neuron,isomorphic
DNg83,1,,2,DNg83,descending_neuron,isomorphic
DNg89,1,CNS neuron,2,DNg89,descending_neuron,isomorphic
DNg93,1,CNS neuron,2,DNg93,descending_neuron,isomorphic
DNg96,1,CNS neuron,2,DNg96,descending_neuron,isomorphic
DNge007,1,CNS neuron,2,DNge007,descending_neuron,isomorphic
DNge018,1,CNS neuron,2,DNge018,descending_neuron,isomorphic
DNge027,1,CNS neuron,2,DNge027,descending_neuron,isomorphic
DNge034,1,,2,DNge034,descending_neuron,isomorphic
DNge035,1,CNS neuron,2,DNge035,descending_neuron,isomorphic
DNge037,1,CNS neuron,2,DNge037,descending_neuron,isomorphic
DNge038,1,CNS neuron,2,DNge038,descending_neuron,isomorphic
DNge041,1,CNS neuron,2,DNge041,descending_neuron,isomorphic
DNge047,1,CNS neuron,2,DNge047,descending_neuron,isomorphic
DNge048,1,CNS neuron,2,DNge048,descending_neuron,isomorphic
DNge049,1,CNS neuron,2,DNge049,descending_neuron,isomorphic
DNge058,1,CNS neuron,2,DNge058,descending_neuron,isomorphic
DNge063,1,CNS neuron,2,DNge063,descending_neuron,isomorphic
DNge068,1,,2,DNge068,descending_neuron,isomorphic
DNge074,1,CNS neuron,2,DNge074,descending_neuron,isomorphic
DNge088,1,CNS neuron,2,DNge088,descending_neuron,isomorphic
DNge101,1,CNS neuron,2,DNge101,descending_neuron,isomorphic
DNge104,1,CNS neuron,2,DNge104,descending_neuron,isomorphic
DNge105,1,CNS neuron,2,DNge105,descending_neuron,isomorphic
DNge122,1,CNS neuron,2,DNge122,descending_neuron,isomorphic
DNge124,1,CNS neuron,2,DNge124,descending_neuron,isomorphic
DNge128,1,CNS neuron,2,DNge128,descending_neuron,isomorphic
DNge129,1,CNS neuron,2,DNge129,descending_neuron,isomorphic
DNge135,1,CNS neuron,2,DNge135,descending_neuron,isomorphic
DNge139,1,CNS neuron,2,DNge139,descending_neuron,isomorphic
DNge141,1,CNS neuron,2,DNge141,descending_neuron,isomorphic
